OrderNum,OrderDate,OrderType,CustomerType,CustName,CustCountry,CustCity,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Total Cost 
1101095,24/9/2017,Retail,Individual,Carree Weldon,Algeria,Ghardaia,Drones,DS303,DTD-7000 Drone,1, $ 450.00 , 0 , $ 450.00 
1101096,24/9/2017,Wholesale,Business,Lockman Group,Saudi Arabia,Dawmat al Jandal,Blueprints,BP104,Cat Robot Blueprint,10, $ 4.99 , $ 1.00 , $ 48.90 
1101097,24/9/2017,Wholesale,Business,Volkman LLC,Morocco,Souk el Had-des Beni-Batao,eBooks,EB508,Fixed Wing Drones,9, $ 15.50 , $ 3.10 , $ 136.40 
1101098,25/9/2017,Wholesale,Business,Hammes Inc.,Iraq,Kirkuk,Drone Kits,DK209,BYOD-550,3, $ 179.00 , $ 35.80 , $ 501.20 
1101099,25/9/2017,Retail,Individual,Devin Tremblay,Morocco,Sidi Allal el Bahraoui,eBooks,EB509,GPS Drones,1, $ 19.99 , 0 , $ 19.99 
1101100,25/9/2017,Retail,Individual,Roxi Foro,Morocco,Timoulay Izder,Drones,DS303,DTD-7000 Drone,1, $ 450.00 , 0 , $ 450.00 
1101101,25/9/2017,Wholesale,Business,Sauer AI Tech,Algeria,Touggourt,Training Videos,TV809,Understanding 3D Printing,10, $ 42.99 , $ 8.60 , $ 421.30 
1101102,25/9/2017,Retail,Business,Schiller LLC,Iraq,Ba`qubah,eBooks,EB502,Building Your First Robot,60, $ 24.95 , 0 ," $ 1,497.00 "
1101103,26/9/2017,Wholesale,Business,Feest Inc.,Morocco,Mokrisset,eBooks,EB514,Polar Robots,4, $ 23.99 , $ 4.80 , $ 91.16 
1101104,26/9/2017,Wholesale,Business,Moore LLC,Morocco,Oulad Chikh,Training Videos,TV807,Open Source Code,9, $ 32.95 , $ 6.59 , $ 289.96 
1101105,26/9/2017,Retail,Individual,Caryn Callington,Morocco,Haddada,eBooks,EB508,Fixed Wing Drones,1, $ 15.50 , 0 , $ 15.50 
1101106,26/9/2017,Retail,Individual,Reggie Gleason,Morocco,Midalt,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1101107,26/9/2017,Wholesale,Business,Metz Group,Morocco,Bou Iferda,eBooks,EB521,Understanding Artificial Intelligence,17, $ 19.50 , $ 3.90 , $ 327.60 
1101108,27/9/2017,Wholesale,Business,Stoltenberg LLC,Morocco,Izmorene,Robot Kits,RK606,BYOR-3535,7, $ 224.00 , $ 44.80 ," $ 1,523.20 "
1101109,27/9/2017,Wholesale,Business,Schaefer Inc.,Algeria,L'Arbaa Nait Irathen,Drone Kits,DK208,BYOD-500,5, $ 167.00 , $ 33.40 , $ 801.60 
1101110,27/9/2017,Wholesale,Business,Frami LLC,Syria,Hamah,Drone Kits,DK203,BYOD-220,8, $ 69.00 , $ 13.80 , $ 538.20 
1101111,27/9/2017,Retail,Individual,Reina Heller,Morocco,Douar Drissiine,Robot Kits,RK602,BYOR-1000,3, $ 189.00 , 0 , $ 567.00 
1101112,27/9/2017,Wholesale,Business,Murazik Inc.,Syria,Tallkalakh,Drone Kits,DK209,BYOD-550,12, $ 179.00 , $ 35.80 ," $ 2,112.20 "
1101113,27/9/2017,Retail,Individual,Linzy Guinery,Morocco,Beni Bou Yafroun,Training Videos,TV802,AI for Educators,1, $ 49.95 , 0 , $ 49.95 
1101114,27/9/2017,Retail,Individual,Cami Adlem,Syria,Jablah,Robot Kits,RK605,BYOR-3000,1, $ 214.00 , 0 , $ 214.00 
1101115,27/9/2017,Retail,Individual,Tamarra Brownlie,Egypt,Al Minshah,Drones,DS302,DC-304 Drone,1, $ 395.00 , 0 , $ 395.00 
1101116,27/9/2017,Retail,Individual,Margarethe Whates,Algeria,Draa Ben Khedda,Training Videos,TV809,Understanding 3D Printing,1, $ 42.99 , 0 , $ 42.99 
1101117,27/9/2017,Retail,Individual,Irwin Rable,Morocco,Sidi Slimane,Drone Kits,DK206,BYOD-400,1, $ 119.00 , 0 , $ 119.00 
1101118,27/9/2017,Wholesale,Business,Smith Technologies,Morocco,Tiznit,Blueprints,BP102,Bsquare Robot Blueprint,103, $ 8.99 , $ 1.80 , $ 924.17 
1101119,27/9/2017,Wholesale,Business,Bradtke Inc.,Morocco,Goulmima,Drone Kits,DK204,BYOD-300,9, $ 89.00 , $ 17.80 , $ 783.20 
1101120,28/9/2017,Wholesale,Business,Smith Technologies,Egypt,Munuf,Training Videos,TV813,Virtual Reality Basics,6, $ 29.99 , $ 6.00 , $ 173.94 
1101121,28/9/2017,Wholesale,Business,Blue Sky Kites,Morocco,Ighrem n'Ougdal,Robot Kits,RK603,BYOR-1500,11, $ 189.00 , $ 37.80 ," $ 2,041.20 "
1101122,28/9/2017,Wholesale,Business,Boehm Inc.,Morocco,Zinat,Training Videos,TV811,Understanding Drone Regulations,3, $ 27.50 , $ 5.50 , $ 77.00 
1101123,29/9/2017,Wholesale,Business,Mohr Group,Morocco,Bou Adel,Robot Kits,RK603,BYOR-1500,6, $ 189.00 , $ 37.80 ," $ 1,096.20 "
1101124,29/9/2017,Wholesale,Business,Kohler LLC,Morocco,Ksar El Kebir,Drones,DS306,DX-145 Drone,6, $ 250.00 , $ 50.00 ," $ 1,450.00 "
1101125,29/9/2017,Retail,Individual,Idaline Lagadu,Morocco,Sidi Harazem,eBooks,EB507,Drone Building Essentials,1, $ 13.99 , 0 , $ 13.99 
1101126,29/9/2017,Retail,Individual,Kaylyn Stonner,Algeria,Afir,Drone Kits,DK201,BYOD-100,1, $ 54.00 , 0 , $ 54.00 
1101127,29/9/2017,Wholesale,Business,Spinka LLC,Morocco,Jnane Bouih,eBooks,EB509,GPS Drones,8, $ 19.99 , $ 4.00 , $ 155.92 
1101128,29/9/2017,Wholesale,Business,Gleason LLC,Morocco,Meknes,Drone Kits,DK209,BYOD-550,11, $ 179.00 , $ 35.80 ," $ 1,933.20 "
1101129,29/9/2017,Retail,Individual,Joanne Klein-Satterfield,Morocco,Oulad Slim,Robot Kits,RK603,BYOR-1500,1, $ 189.00 , 0 , $ 189.00 
1101130,30/9/2017,Wholesale,Business,Waelchi Inc.,Morocco,Douar Oulad Bouziane,eBooks,EB520,Understanding Arduino,3, $ 17.50 , $ 3.50 , $ 49.00 
1101131,30/9/2017,Retail,Individual,Eldon Eloi,Morocco,Oualidia,Blueprints,BP110,Sleepy Eye Blueprint,1, $ 11.99 , 0 , $ 11.99 
1101132,30/9/2017,Wholesale,Business,Bradtke Inc.,Morocco,Douar Tazrout,eBooks,EB518,Single Rotor Drones,40, $ 14.99 , $ 3.00 , $ 596.60 
1101133,30/9/2017,Retail,Individual,Tony Eichmann,Syria,Al Musayfirah,Robots,RS705,RQTE-554 Robot,1, $ 684.00 , 0 , $ 684.00 
1101134,30/9/2017,Wholesale,Business,Romaguera LLC,Morocco,Tancherfi,Blueprints,BP101,All Eyes Drone Blueprint,102, $ 9.99 , $ 2.00 ," $ 1,016.98 "
1101135,1/10/2017,Wholesale,Business,Hessel LLC,Syria,Dayr Hafir,eBooks,EB508,Fixed Wing Drones,7, $ 15.50 , $ 3.10 , $ 105.40 
1101136,1/10/2017,Retail,Individual,Michelina Jennick,Morocco,Msemrir,eBooks,EB512,Multi Rotor Drones,1, $ 24.95 , 0 , $ 24.95 
1101137,1/10/2017,Wholesale,Business,Wyman Institute,Syria,Tartus,Robot Kits,RK602,BYOR-1000,10, $ 189.00 , $ 37.80 ," $ 1,852.20 "
1101138,1/10/2017,Wholesale,Business,Romaguera LLC,Morocco,Ain Mediouna,Drones,DS306,DX-145 Drone,4, $ 250.00 , $ 50.00 , $ 950.00 
1101139,1/10/2017,Retail,Individual,Matty Sueter,Syria,Saham al Jawlan,eBooks,EB501,Articulated Robots,1, $ 23.99 , 0 , $ 23.99 
1101140,1/10/2017,Retail,Individual,Danice Drains,Morocco,Ait el Farsi,eBooks,EB511,Helicopter Drones,1, $ 20.95 , 0 , $ 20.95 
1101141,1/10/2017,Wholesale,Business,Kuhn Group,Morocco,Douar Ouled Ayad,Drone Kits,DK206,BYOD-400,72, $ 119.00 , $ 23.80 ," $ 8,544.20 "
1101142,2/10/2017,Retail,Individual,Rodi Conner,Morocco,Mirleft,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1101143,2/10/2017,Wholesale,Business,Kuvalis Group,Morocco,Ait Ouaoumana,Robot Kits,RK607,BYOR-4005,10, $ 245.00 , $ 49.00 ," $ 2,401.00 "
1101144,2/10/2017,Retail,Individual,Jyoti Edgell,Morocco,Ait Faska,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1101145,2/10/2017,Wholesale,Business,D'Amore LLC,Morocco,Oulad Salmane,eBooks,EB509,GPS Drones,7, $ 19.99 , $ 4.00 , $ 135.93 
1101146,2/10/2017,Wholesale,Business,Murazik Inc.,Morocco,La'tamna,eBooks,EB508,Fixed Wing Drones,5, $ 15.50 , $ 3.10 , $ 74.40 
1101147,2/10/2017,Wholesale,Business,Marks Inc.,Morocco,Oued El Makhazine,Blueprints,BP106,Hexacopter Drone Blueprint,4, $ 8.99 , $ 1.80 , $ 34.16 
1101148,2/10/2017,Wholesale,Business,Green-Shields,Morocco,Beni Enzar,Robots,RS702,MICR-23K Robot,6, $ 899.00 , $ 179.80 ," $ 5,214.20 "
1101149,2/10/2017,Retail,Individual,Steph Cartwright,Morocco,Adis,Robots,RS707,RXW-9807 Robot,1, $ 599.00 , 0 , $ 599.00 
1101150,2/10/2017,Wholesale,Business,Treutel Group,Algeria,Mecheria,Training Videos,TV813,Virtual Reality Basics,109, $ 29.99 , $ 6.00 ," $ 3,262.91 "
1101151,2/10/2017,Retail,Individual,Susan Thiel,Algeria,Djinet,Drone Kits,DK204,BYOD-300,1, $ 89.00 , 0 , $ 89.00 
1101152,3/10/2017,Wholesale,Business,Koss Industries,Algeria,Iferhounene,Robots,RS703,RCB-889 Robot,7, $ 549.00 , $ 109.80 ," $ 3,733.20 "
1101153,3/10/2017,Wholesale,Business,Hahn-Hand,Morocco,Arbaa Sahel,Drones,DS307,MICR-564K Drone,6, $ 499.00 , $ 99.80 ," $ 2,894.20 "
1101154,3/10/2017,Wholesale,Business,Sanford Group,Algeria,El Milia,Training Videos,TV802,AI for Educators,2, $ 49.95 , $ 9.99 , $ 89.91 
1101155,3/10/2017,Wholesale,Business,D'Amore LLC,Morocco,Oulad Messaoud,Training Videos,TV806,Mapping with Drones,12, $ 49.00 , $ 9.80 , $ 578.20 
1101156,3/10/2017,Retail,Individual,Greg Collier,Morocco,Skhirate,eBooks,EB519,Spherical Robots,1, $ 16.75 , 0 , $ 16.75 
1101157,3/10/2017,Wholesale,Business,The Orn Company,Morocco,Zayda,Training Videos,TV813,Virtual Reality Basics,20, $ 29.99 , $ 6.00 , $ 593.80 
1101158,3/10/2017,Retail,Individual,Vern Hodkiewicz,Egypt,Sidmant al Jabal,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1101159,4/10/2017,Retail,Individual,Sybila Grossier,Iraq,Rawah,Robot Kits,RK605,BYOR-3000,1, $ 214.00 , 0 , $ 214.00 
1101160,4/10/2017,Wholesale,Business,Murazik Inc.,Algeria,El Adjiba,Training Videos,TV805,Industrial 3D Printing ,11, $ 49.00 , $ 9.80 , $ 529.20 
1101161,4/10/2017,Wholesale,Business,Grady Inc.,Algeria,Tigzirt,Blueprints,BP104,Cat Robot Blueprint,5, $ 4.99 , $ 1.00 , $ 23.95 
1101162,4/10/2017,Retail,Individual,Pen Stockoe,Egypt,Tihna al Jabal,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1101163,4/10/2017,Wholesale,Business,LMD Resources,Morocco,Oulad Embarek,Drone Kits,DK203,BYOD-220,8, $ 69.00 , $ 13.80 , $ 538.20 
1101164,4/10/2017,Retail,Individual,Denny Harvey-Moore,Syria,Jayrud,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1101165,5/10/2017,Retail,Individual,Gabriell Blamires,Algeria,Tizi Ouzou,Blueprints,BP107,Ladybug Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1101166,5/10/2017,Wholesale,Business,Ratke and Sons,Morocco,Bni Abdellah,Training Videos,TV802,AI for Educators,5, $ 49.95 , $ 9.99 , $ 239.76 
1101167,5/10/2017,Retail,Individual,Bengt Ennew,Morocco,Kouribga,eBooks,EB512,Multi Rotor Drones,1, $ 24.95 , 0 , $ 24.95 
1101168,5/10/2017,Retail,Individual,Paul Goldner,Morocco,Sidi Ifni,Robot Kits,RK606,BYOR-3535,4, $ 224.00 , 0 , $ 896.00 
1101169,5/10/2017,Wholesale,Business,Green-Shields,Morocco,Zemrane,Training Videos,TV808,Robotic Essentials,10, $ 34.99 , $ 7.00 , $ 342.90 
1101170,5/10/2017,Wholesale,Business,Thompson Inc.,Morocco,Asilah,Drone Kits,DK201,BYOD-100,99, $ 54.00 , $ 10.80 ," $ 5,335.20 "
1101171,5/10/2017,Wholesale,Business,Wilderman Inc.,Morocco,Aghbala,Blueprints,BP102,Bsquare Robot Blueprint,12, $ 8.99 , $ 1.80 , $ 106.08 
1101172,6/10/2017,Wholesale,Business,Stokes Electronics,Morocco,Iksane,eBooks,EB506,Delta Robots,9, $ 16.99 , $ 3.40 , $ 149.51 
1101173,6/10/2017,Retail,Individual,Resse Moen,Morocco,Agdz,eBooks,EB511,Helicopter Drones,1, $ 20.95 , 0 , $ 20.95 
1101174,6/10/2017,Retail,Individual,Alexis Armstrong,Algeria,Mila,eBooks,EB509,GPS Drones,1, $ 19.99 , 0 , $ 19.99 
1101175,7/10/2017,Wholesale,Business,Parker Group,Morocco,Tarhzirt,Robots,RS706,RWW-75 Robot,5, $ 883.00 , $ 176.60 ," $ 4,238.40 "
1101176,7/10/2017,Wholesale,Business,Murphy LLC,Algeria,Mascara,eBooks,EB508,Fixed Wing Drones,7, $ 15.50 , $ 3.10 , $ 105.40 
1101177,7/10/2017,Wholesale,Business,Crooks Group,Morocco,Tafingoult,Training Videos,TV810,Understanding Automation,10, $ 44.95 , $ 8.99 , $ 440.51 
1101178,7/10/2017,Wholesale,Business,McCullough LLC,Morocco,Oulad Cherif,Drone Kits,DK201,BYOD-100,12, $ 54.00 , $ 10.80 , $ 637.20 
1101179,8/10/2017,Retail,Individual,Salome Glashby,Morocco,Ain Harrouda,eBooks,EB520,Understanding Arduino,1, $ 17.50 , 0 , $ 17.50 
1101180,8/10/2017,Wholesale,Business,Schinner Inc.,Egypt,Halwan,Blueprints,BP106,Hexacopter Drone Blueprint,12, $ 8.99 , $ 1.80 , $ 106.08 
1101181,9/10/2017,Retail,Individual,Nolan Wirth,Morocco,Sidi Amer El Hadi,eBooks,EB507,Drone Building Essentials,1, $ 13.99 , 0 , $ 13.99 
1101182,9/10/2017,Retail,Individual,Steve Klein-Emmerich,Morocco,Timlilt,Drones,DS305,DTI-84 Drone,1, $ 455.00 , 0 , $ 455.00 
1101183,9/10/2017,Retail,Individual,Kaye Hissett,Morocco,Oulad Yaich,Robots,RS706,RWW-75 Robot,2, $ 883.00 , 0 ," $ 1,766.00 "
1101184,9/10/2017,Wholesale,Business,Balistreri Group,Morocco,Derdara,Training Videos,TV808,Robotic Essentials,12, $ 34.99 , $ 7.00 , $ 412.88 
1101185,9/10/2017,Retail,Individual,Jammie Minelli,Egypt,Kafr ad Dawwar,Robot Kits,RK603,BYOR-1500,1, $ 189.00 , 0 , $ 189.00 
1101186,9/10/2017,Wholesale,Business,Stehr Group,Morocco,Azrou,Blueprints,BP102,Bsquare Robot Blueprint,6, $ 8.99 , $ 1.80 , $ 52.14 
1101187,9/10/2017,Wholesale,Business,Hammes Inc.,Saudi Arabia,Al Quway`iyah,Blueprints,BP101,All Eyes Drone Blueprint,89, $ 9.99 , $ 2.00 , $ 887.11 
1101188,9/10/2017,Wholesale,Business,Frami LLC,Syria,Ar Raqqah,Training Videos,TV802,AI for Educators,58, $ 49.95 , $ 9.99 ," $ 2,887.11 "
1101189,10/10/2017,Retail,Individual,Pate Donativo,Morocco,Station des Essais M.V.A.,Drones,DS302,DC-304 Drone,1, $ 395.00 , 0 , $ 395.00 
1101190,10/10/2017,Wholesale,Business,Casper-Brown,Algeria,Tadmait,Training Videos,TV813,Virtual Reality Basics,54, $ 29.99 , $ 6.00 ," $ 1,613.46 "
1101191,10/10/2017,Retail,Individual,Demetris Heinschke,Egypt,Dayr al Barsha,Robot Kits,RK606,BYOR-3535,1, $ 225.00 , 0 , $ 225.00 
1101192,11/10/2017,Retail,Individual,Prentiss Redgrove,Syria,Ihsim,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1101193,11/10/2017,Retail,Individual,Arlen Danilyuk,Morocco,Tamezmout,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1101194,11/10/2017,Wholesale,Business,Schinner Inc.,Algeria,Beni Amrane,eBooks,EB513,Photograph Drones,10, $ 14.99 , $ 3.00 , $ 146.90 
1101195,11/10/2017,Wholesale,Business,Mills Inc.,Algeria,Tifra,Drone Kits,DK201,BYOD-100,9, $ 54.00 , $ 10.80 , $ 475.20 
1101196,11/10/2017,Wholesale,Business,Bechtelar LLC,Morocco,Skoura,eBooks,EB503,Building Your Own Drone,10, $ 24.99 , $ 5.00 , $ 244.90 
1101197,11/10/2017,Retail,Individual,Gary Renner,Syria,Al Qaryatayn,Training Videos,TV811,Understanding Drone Regulations,1, $ 27.50 , 0 , $ 27.50 
1101198,11/10/2017,Wholesale,Business,Wilderman Inc.,Syria,Yabrud,Blueprints,BP105,Creature Robot Arms Blueprint ,104, $ 12.00 , $ 2.40 ," $ 1,245.60 "
1101199,11/10/2017,Retail,Individual,Celestyn Ibel,Morocco,Sidi Ouassay,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1101200,11/10/2017,Wholesale,Business,Hudson LLC,Morocco,Taourirt,Drones,DS306,DX-145 Drone,38, $ 250.00 , $ 50.00 ," $ 9,450.00 "
1101201,12/10/2017,Wholesale,Business,Deckow Inc.,Algeria,Chlef,Drone Kits,DK209,BYOD-550,10, $ 179.00 , $ 35.80 ," $ 1,754.20 "
1101202,12/10/2017,Retail,Individual,Stephanus Macenzy,Morocco,Had Zraqtane,eBooks,EB504,Cartesian Robots,1, $ 12.99 , 0 , $ 12.99 
1101203,12/10/2017,Wholesale,Business,McGlynn Group,Morocco,Taliouine,Training Videos,TV805,Industrial 3D Printing ,9, $ 49.00 , $ 9.80 , $ 431.20 
1101204,12/10/2017,Retail,Individual,Diarmid Teodorski,Algeria,Beni Fouda,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1101205,12/10/2017,Wholesale,Business,Ferry Group,Algeria,Timoktene,Robot Kits,RK603,BYOR-1500,7, $ 189.00 , $ 37.80 ," $ 1,285.20 "
1101206,12/10/2017,Retail,Individual,Shane Langworth,Morocco,Aghbalou Aqourar,Training Videos,TV806,Mapping with Drones,1, $ 49.00 , 0 , $ 49.00 
1101207,12/10/2017,Wholesale,Business,Pouros Inc.,Morocco,Bni Drar,Drones,DS306,DX-145 Drone,4, $ 250.00 , $ 50.00 , $ 950.00 
1101208,12/10/2017,Wholesale,Business,Auer Inc.,Egypt,Dandarah,Blueprints,BP107,Ladybug Robot Blueprint,4, $ 12.00 , $ 2.40 , $ 45.60 
1101209,12/10/2017,Wholesale,Business,Kuhic Inc.,Morocco,Had Dra,eBooks,EB521,Understanding Artificial Intelligence,3, $ 19.50 , $ 3.90 , $ 54.60 
1101210,12/10/2017,Retail,Individual,Josephina Dangerfield,Morocco,Ait Ali,Drones,DS301,DA-SA702 Drone,1, $ 399.00 , 0 , $ 399.00 
1101211,12/10/2017,Retail,Individual,Barton Lockman,Egypt,San al Hajar al Qibliyah,eBooks,EB511,Helicopter Drones,1, $ 20.95 , 0 , $ 20.95 
1101212,12/10/2017,Wholesale,Business,Cremin LLC,Morocco,Jaidte Lbatma,Drone Kits,DK203,BYOD-220,23, $ 69.00 , $ 13.80 ," $ 1,573.20 "
1101213,13/10/2017,Retail,Individual,Yalonda Dulany,Morocco,Tounfit,Drone Kits,DK204,BYOD-300,1, $ 89.00 , 0 , $ 89.00 
1101214,13/10/2017,Wholesale,Business,Schaefer Inc.,Morocco,Mzizal,Drone Kits,DK206,BYOD-400,5, $ 119.00 , $ 23.80 , $ 571.20 
1101215,13/10/2017,Wholesale,Business,Grant LLC,Morocco,Tirhassaline,Drone Kits,DK201,BYOD-100,11, $ 54.00 , $ 10.80 , $ 583.20 
1101216,13/10/2017,Wholesale,Business,Trantow Technologies,Morocco,Ihaddadene,Drone Kits,DK206,BYOD-400,3, $ 119.00 , $ 23.80 , $ 333.20 
1101217,13/10/2017,Wholesale,Business,Hayes LLC,Iraq,Al Musayyib,Training Videos,TV813,Virtual Reality Basics,10, $ 29.99 , $ 6.00 , $ 293.90 
1101218,13/10/2017,Wholesale,Business,Gibson Group,Morocco,Rabat,Drones,DS303,DTD-7000 Drone,8, $ 450.00 , $ 90.00 ," $ 3,510.00 "
1101219,13/10/2017,Retail,Individual,Antonio Fisher,Saudi Arabia,Hafr al Batin,Drones,DS303,DTD-7000 Drone,1, $ 450.00 , 0 , $ 450.00 
1101220,14/10/2017,Retail,Individual,Julio Learoyd,Algeria,Tirmitine,eBooks,EB513,Photograph Drones,1, $ 14.99 , 0 , $ 14.99 
1101221,14/10/2017,Wholesale,Business,Boyer LLC,Morocco,Bouhlou,Drone Kits,DK202,BYOD-200,4, $ 58.95 , $ 11.79 , $ 224.01 
1101222,14/10/2017,Retail,Individual,Marco Frizzell,Morocco,El Arba Bouzemmour,Drones,DS301,DA-SA702 Drone,1, $ 399.00 , 0 , $ 399.00 
1101223,14/10/2017,Wholesale,Business,Mann LLC,Algeria,El Oued,eBooks,EB504,Cartesian Robots,8, $ 12.99 , $ 2.60 , $ 101.32 
1101224,14/10/2017,Wholesale,Business,Bergstrom LLC,Morocco,Douar Lamrabih,Training Videos,TV802,AI for Educators,11, $ 49.95 , $ 9.99 , $ 539.46 
1101225,14/10/2017,Retail,Individual,Peg Claire,Syria,Dar`a,Blueprints,BP108,Panda Robot Blueprint,1, $ 7.99 , 0 , $ 7.99 
1101226,14/10/2017,Wholesale,Business,Beatty LLC,Morocco,Moulay Abdelkader,eBooks,EB508,Fixed Wing Drones,10, $ 15.50 , $ 3.10 , $ 151.90 
1101227,14/10/2017,Wholesale,Business,Conn Inc.,Algeria,Akbou,Drones,DS303,DTD-7000 Drone,83, $ 450.00 , $ 90.00 ," $ 37,260.00 "
1101228,14/10/2017,Wholesale,Business,Turcotte Corp,Morocco,El Ghiate,Drone Kits,DK201,BYOD-100,89, $ 54.00 , $ 10.80 ," $ 4,795.20 "
1101229,14/10/2017,Retail,Individual,Rau Nesby,Algeria,Bou Saada,Blueprints,BP108,Panda Robot Blueprint,1, $ 7.99 , 0 , $ 7.99 
1101230,15/10/2017,Wholesale,Business,Hills Group,Saudi Arabia,Duruma,Drones,DS305,DTI-84 Drone,5, $ 455.00 , $ 91.00 ," $ 2,184.00 "
1101231,15/10/2017,Retail,Individual,Forester Taillant,Egypt,Dayr Abu Hinnis,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1101232,15/10/2017,Wholesale,Business,Donnelly Group,Syria,Kafr Nubl,Blueprints,BP104,Cat Robot Blueprint,5, $ 4.99 , $ 1.00 , $ 23.95 
1101233,15/10/2017,Retail,Individual,Agnella Paridge,Morocco,Iygli,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1101234,15/10/2017,Wholesale,Business,WPS Technologies,Morocco,Tilmi,Robot Kits,RK605,BYOR-3000,6, $ 214.00 , $ 42.80 ," $ 1,241.20 "
1101235,15/10/2017,Wholesale,Business,Kuhlman Inc.,Morocco,Karia Ba Mohamed,Robot Kits,RK603,BYOR-1500,11, $ 189.00 , $ 37.80 ," $ 2,041.20 "
1101236,16/10/2017,Retail,Individual,Gabriel Legros,Morocco,Tizoual,eBooks,EB504,Cartesian Robots,1, $ 12.99 , 0 , $ 12.99 
1101237,16/10/2017,Wholesale,Business,Blue Sky Kites,Morocco,Oulad Khallouf,Robot Kits,RK605,BYOR-3000,5, $ 214.00 , $ 42.80 ," $ 1,027.20 "
1101238,16/10/2017,Wholesale,Business,Erdman LLC,Algeria,Aomar,Training Videos,TV801,Aerial Security,12, $ 36.99 , $ 7.40 , $ 436.48 
1101239,16/10/2017,Retail,Individual,Oralie Ledley,Morocco,Douar Jwalla,Drone Kits,DK204,BYOD-300,1, $ 89.00 , 0 , $ 89.00 
1101240,16/10/2017,Retail,Individual,Rafaellle Borthram,Morocco,Tizagzawine,eBooks,EB503,Building Your Own Drone,1, $ 24.99 , 0 , $ 24.99 
1101241,16/10/2017,Retail,Individual,Cirilo Totman,Morocco,Ouaouzgane,Drone Kits,DK208,BYOD-500,1, $ 167.00 , 0 , $ 167.00 
1101242,16/10/2017,Retail,Individual,Stanton LeEstut,Morocco,Tazzarine,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1101243,16/10/2017,Wholesale,Business,Feil LLC,Egypt,Matruh,Blueprints,BP108,Panda Robot Blueprint,5, $ 7.99 , $ 1.60 , $ 38.35 
1101244,16/10/2017,Retail,Individual,Wang Fallanche,Morocco,Souq Sebt Says,Robot Kits,RK607,BYOR-4005,1, $ 245.00 , 0 , $ 245.00 
1101245,17/10/2017,Wholesale,Business,Bins Inc.,Egypt,Al Minya,Robot Kits,RK603,BYOR-1500,8, $ 189.00 , $ 37.80 ," $ 1,474.20 "
1101246,17/10/2017,Wholesale,Business,Ledner LLC,Morocco,Sidi Allal Tazi,eBooks,EB518,Single Rotor Drones,7, $ 14.99 , $ 3.00 , $ 101.93 
1101247,17/10/2017,Retail,Individual,April Persich,Morocco,El Ksiba,Blueprints,BP110,Upside Down Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1101248,17/10/2017,Wholesale,Business,Schinner Inc.,Morocco,Boured,Blueprints,BP107,Ladybug Robot Blueprint,70, $ 12.00 , $ 2.40 , $ 837.60 
1101249,18/10/2017,Retail,Individual,Ulrika Attril,Saudi Arabia,Al Majma`ah,Blueprints,BP110,Sleepy Eye Blueprint,1, $ 11.99 , 0 , $ 11.99 
1101250,18/10/2017,Wholesale,Business,Gusikowski Group,Morocco,Smimou,eBooks,EB508,Fixed Wing Drones,6, $ 15.50 , $ 3.10 , $ 89.90 
1101251,18/10/2017,Wholesale,Business,Kohler Inc.,Morocco,Souq at Tlata des Loulad,Training Videos,TV813,Virtual Reality Basics,9, $ 29.99 , $ 6.00 , $ 263.91 
1101252,18/10/2017,Retail,Individual,Livvyy Albion,Morocco,Oum Azza,Robot Kits,RK605,BYOR-3000,1, $ 214.00 , 0 , $ 214.00 
1101253,18/10/2017,Wholesale,Business,Torp Inc.,Morocco,Khenifra,eBooks,EB503,Building Your Own Drone,3, $ 24.99 , $ 5.00 , $ 69.97 
1101254,18/10/2017,Wholesale,Business,Pouros Inc.,Egypt,Barnis,Training Videos,TV808,Robotic Essentials,3, $ 34.99 , $ 7.00 , $ 97.97 
1101255,18/10/2017,Wholesale,Business,Dickens LLC,Egypt,At Tur,eBooks,EB504,Cartesian Robots,9, $ 12.99 , $ 2.60 , $ 114.31 
1101256,18/10/2017,Wholesale,Business,Lind Group,Morocco,Douar Souk L`qolla,Robot Kits,RK606,BYOR-3535,13, $ 225.00 , $ 45.00 ," $ 2,880.00 "
